id	title	pids
32490	采桑子	42802,42839,43016,44357,44359,44360,44361,44364,44473,44474,44482,44483,44484,45119,45120,45122,45123,45124,45125,45126,45127,45128,45129,45130,45131,45133,45134,45135,45136,45137,45138,45139,45140,45141,45142,45144,45145,45146,45764,45838,45839,45840,45841,47263,47264,47265,47835,48499,48936,49193,52511,52972,55646,61648,62159,62161,63643,64359,66625,66626
32491	经宣城元员外山居	28976
32492	杂曲歌辞。鸣雁行	10205,10216,10227,10238
32493	薛司空自青州归朝	10013
32494	自吟拙什，因有所怀	14293
32495	过新丰道中	58474
32496	重归江南	27134
32497	蝶三首	22364
32498	情人玉清歌（一作张南容诗）	5232
32499	【越调】凭栏人	67910
32500	江神子（忆梅花）	53519
32501	街西池馆	22271
32502	八声甘州·摘青梅荐酒	64842
32503	早秋宴张郎中海亭即事（一作孟浩然诗）	50426
32504	清平乐（劝陈参政）	50786
32505	初冬早起寄梦得	16577
32506	白舍人自杭州寄新诗有柳色春藏苏小家…寄浙东元相公	11376,11451
32507	送彭开府往云中觐使君兄	7027,7092
32508	玉楼春（用韵答傅岩叟、叶仲洽、赵国兴）	54521
32509	渔家傲（博士生日）	49542
32510	奉和袭美茶具十咏。茶瓯	27869
32511	送严黄门拜御史大夫再镇蜀川兼觐省	73460
32512	溪行	28303
32513	老君庙	25789
32514	吊故礼部韦员外序	31320
32515	望鸣皋山白云寄洛阳卢主簿	56561
32516	满庭芳（赏牡丹）	50951
32517	馀干夜宴奉饯前苏州韦使君新除婺州作	64416
32518	嘉运	33870
32519	月夜忆乐天兼寄微之（一作月夜寄微之，忆乐天）	11058
32520	秦原春望	28717,28827
32521	古仙词	36956
32522	秋晚送无可上人	24496,24581
32523	折丹桂（端复受官并序·通奉尝欲为先硕人篆帔，命为诗语，某献语曰：）	52101
32524	冀州道中	69165
32525	沔水	10718
32526	将之番禺留别湖南府幕	24916
32527	奉和圣制早登太行山中言志	5282
32528	五月四日送王少府归华阴（得留字）	73492
32529	刘晨阮肇游天台	29000
32530	芰荷香（金陵）	48334
32531	春远 / 春运	3101
32532	奉和浙西大夫李德裕述梦四十韵大夫本题言…次本韵	14047
32533	忆王孙（秋闺）	50840
32534	许下书情寄张韩二舍人	5921
32535	贺新郎·送陈真州子华	58069
32536	虞美人（无为作）	53032
32537	诉衷情·出林杏子落金盘	46909
32538	酒泉子（无题）	54712
32539	使岭南闻崔马二御史并拜台郎	30224
32540	静女	37056
32541	咏闲	16183,16263
32542	冬至日陪裴端公使君清水堂集	38636
32543	念奴娇·西湖雨感次素庵韵	69393
32544	宣州开元寺赠惟真上人	21574
32545	庚子腊月五日	42481
32546	舞马词六首	40320
32547	泷吏	10372
32548	和徐舍人九月十一日见寄	36379
32549	送李判官赴桂州幕	3930
32550	采莲女	26817,26854,26892,30964,35912
32551	题香山新经堂招僧	16932
32552	送从弟归河朔	73720
32553	秋日感事	32004
32554	与从弟正字、从兄兵曹宴集林园	1863
32555	声声慢（府判生辰）	53656
32556	省中对雪寄元判官、拾遗昆季（一作寄谢舍人昆季）	3823
32557	泊灵溪馆	19747
32558	送苏评事	72401
32559	开元杂题七首。雪衣女	28320
32560	瑶台聚八仙（为焦云隐赋）	61580
32561	浣溪沙（春晚书情）	55889
32562	献制诰杨舍人	31304
32563	看酿酒	17077
32564	拟塞外征行	33356
32565	祝英台近（耕云）	61448
32566	红窗听	44355,44356
32567	夜合花（同前）	50478
32568	和于中丞登越王楼见寄	20578
32569	水龙吟（赋酴醿）	57311
32570	洛城东花下作	15873
32571	江南送北客，因凭寄徐州兄弟书（时年十五）	14787
32572	镜槛	22539,22768
32573	授太子宾客归洛（自此后东都作）	15731
32574	蝶恋花（和玉林韵）	58225,58253
32575	寄前户部陆郎中	30139
32576	三像寺酬元秘书	23617
32577	月宫春	42787,42829
32578	忆故山	29575,29618
32579	茅山洞口	58063
32580	送崔拾遗峒江淮访图书	6522
32581	赋帘	31663
32582	和李相公留守题漕上新桥六韵（同用黎字）	17106,17150
32583	咏妓（一作王勣诗）	17122
32584	和杜中丞西禅院看花	10114
32585	月夜重寄宋华阳姊妹	22623,22849
32586	远山	32180,40027,40113
32587	燕台	27064
32588	称心寺中岛	29666
32589	天门谣	45658,46570,46602
32590	桂枝香（观木樨有感寄吕郎中）	55608
32591	归去来兮辞·并序	69082
32592	乙丑人日	28548
32593	檀溪寻故人（一题作檀溪寻古）	71085,71292
32594	桐花	13386,14650
32595	浣溪沙（和郑庆袭雪中作）	49214
32596	采桑子（岩桂）	53683
32597	月夜江行，寄崔员外宗之	71645
32598	春日寄许浑先辈	21498
32599	遣兴联句	37647
32600	李白名许云封谜	42176
32601	酬秦山人见寻	38529
32602	过陆鸿渐旧居	40613
32603	冉冉云（弄花雨）	56413
32604	题沧浪峡	29940
32605	入若耶溪	43834,55722
32606	送梁判官归女几旧庐	73172,73349
32607	月晦	29779
32608	司勋王郎中宅送韦九郎中往濠州	73705
32609	苏幕遮·燎沉香	46903
32610	闻韶州李相公移拜郴州因寄	22016
32611	长安感怀	26423
32612	过江	36136
32613	咏星	29791
32614	杂咏八首上礼部李侍郎。幽琴	65741
32615	恩德寺	21756,21807
32616	紫宸殿退朝口号	2801
32617	慧山寺肄业送怀坦上人	27346
32618	答刘明府	12926
32619	后汉门。光武	35116
32620	南乡子·集调名	70055
32621	狱中学骚体	18425
32622	郊庙歌辞。后唐宗庙乐舞辞。昭德舞	2249
32623	银州北书事	27157
32624	边愁	25208
32625	瑞鹧鸪（海棠）	63509
32626	景申秋八首	13664,13695
32627	四王语	42036
32628	木芙蓉三首	33759
32629	巴南旅舍言怀	29969
32630	遇旅鹤	72864
32631	不出	16140
32632	公居	36689
32633	投孟郊	25235
32634	鹧鸪天（寿邓孺人）	53901
32635	鄂渚清明日与乡友登头陀山	29048
32636	寻李逸人旧居	8885,8955
32637	【双调】沉醉东风_隐居鸱夷革	68365
32638	婺州宴上留别（一作婺州宴留上萧员外）	23723,23843
32639	虞美人·槐阴别院宜清昼	70027
32640	蝶恋花（挟翠桥）	55774
32641	水调歌头·和庞佑父	52991
32642	踏莎行（上巳日遇华严寺）	46167
32643	破子	47585
32644	早发洞庭	29565,29608
32645	杂曲歌辞。桃花曲	11711
32646	题慈恩寺元遂上人院	27239
32647	夏初雨后寻愚溪	10926
32648	同姜濬题裴式微馀干东斋	66478
32649	早发金钩店寄奚十唐大二茂才	6212
32650	同儿辈赋未开海棠	68873
32651	唐旧谶	41967
32652	西江月（七夕）	62075
32653	伤翁外甥	33636
32654	白芙蓉	28266
32655	闲居寄诸弟	72304
32656	公安送李二十九弟晋肃入蜀，余下沔鄂	3557
32657	秋浦歌十七首·其十四	69195
32658	荆州夜与友亲相遇	24034
32659	雁儿落兼得胜令	68324
32660	商子引谚	43474
32661	寄怀南北故人	33644
32662	贺新郎（居厚、艮翁皆和，余亦继作。）	58103
32663	和郑校书夏日游郑泉	23302
32664	喜迁莺（寿薛尚书）	66715
32665	题新津北桥楼（得郊字）	2947
32666	晚冬废溪东寺怀李司直纵	38545
32667	五湖	27111
32668	景震剑文	42020
32669	任阆中下乡检田，登艾萧山北望	42603
32670	题楚庙	39161
32671	代宗挽歌	7538
32672	落第西还别魏四懔	36701
32673	送畅当	6788
32674	杜鹃花·杜鹃花发杜	67163
32675	【黄钟】人月圆　春夜	68281
32676	阳山道中	70738
32677	和李校书新题乐府十二首。五弦弹	13964
32678	朝来曲	61450
32679	浪淘沙（康州泊船）	48408
32680	湖口望庐山瀑布泉 / 湖口望庐山瀑布水	21357
32681	喜陈懿老示新制	18750
32682	维扬冬末寄幕中二从事	8356,32523,32664
32683	郊庙歌辞。周朝飨乐章。治顺	2611
32684	诫贪	39130
32685	赠李镡（镡自维扬遇乱，东入山中）	32671
32686	谷神歌	41201
32687	始至郡	72743
32688	送沈士赴苏州，李中丞招以诗赠行	21072,21099
32689	送马录事赴永阳（一作嘉）	56761
32690	落第归乡留别长安主人	73588
32691	长安闷作	18122
32692	如梦令（春晚）	66592
32693	王昭君二首	71342
32694	送沈芳谒李观察求仕进	63102
32695	蓝田溪杂咏二十二首。潺湲声	4142
32696	六州歌头（吊武穆鄂王忠烈庙）	63829
32697	送怀州吴别驾	73173,73350
32698	同张惟送霍总（一作送崔总赴池州）	9295
32699	送僧之台州	26477,26543
32700	桂江	34425
32701	奉和太常王卿酬中书李舍人中书寓直春夜对月见寄	7035,7100
32702	陕下厉玄侍御宅五题。泛觞泉	19383
32703	鹧鸪天（刘雅）	51822
32704	【商调】望远行　四景题情　春	67899
32705	九日齐山登高	21201
32706	秋暮寄友人	25431
32707	木兰花慢·武林归舟中作	68658
32708	同刘晃喜雨	38603
32709	奉和马常侍寺中之作	33042
32710	卧病喜田九见寄	65364
32711	喜翁文尧员外病起	33575
32712	题吴兴消暑楼十二韵	21362
32713	嘲鲁连子	10314,10347
32714	秋夜宴王郎中宅赋得露中菊	8756
32715	阮郎归（了生朝）	53240,53293
32716	霜天晓角（旅兴）	54162
32717	题陆山人楼	58396
32718	景福中作（一作杜光庭诗）	41121
32719	送令狐相公自仆射出镇南梁	11580
32720	八六子·倚危亭	46081
32721	鹧鸪天·当日佳期鹊误传	44935
32722	雨晴（一作秋霁）	2841
32723	海客	22576,22807
32724	汉武帝杂歌三首	72834
32725	思边（一作春怨）	72134
32726	立秋前一日览镜	7284
32727	念奴娇（忆先庐春山之胜）	66722
32728	满江红（京递至，亲旧皆无书，再用韵简云岩、朔斋）	58949
32729	蓦山溪（叶左丞生日）	48126
32730	凉州令（东堂石榴）	44642
32731	戏赠张使君	6014,6134
32732	真娘墓	18384,24305
32733	满江红（郑宪席上再赋）	51363
32734	太液池歌	25656
32735	送李中丞之襄州 / 送李中丞归汉阳别业	64042
32736	明月	44500
32737	酬本部韦左司	5565
32738	龙朔中酒令	42252
32739	东都酺宴四首	38559
32740	西明寺牡丹	13738
32741	忆梦得（梦得能唱竹枝，听者愁绝）	16158
32742	送刘评事	72423
32743	郊庙歌辞。梁太庙乐舞辞。饮福	2216
32744	【中吕】喜春来_六艺礼夙兴	67861
32745	谒金门（初春）	64916,64955
32746	浣溪沙（同昌甫饮南池）	56456
32747	春水曲	12591
32748	和令狐相公九日对黄白二菊花见怀	11598
32749	送张栩扶侍之睦州（此公旧任建德令）	64460
32750	下第贻友人	22011
32751	九日进茱萸山诗五首	40253
32752	与同年李定言曲水闲话戏作	22498,22733
32753	郊庙歌辞。祀圜丘乐章。寿和	60686
32754	浣溪沙（五之四）	46118
32755	奉和圣制赐崔日知往潞州应制	39413
32756	南诏朱藤杖	20624
32757	南汉罗浮古剑篆文	42018
32758	以诗并画留别汤国顿二首	67172
32759	昭肃皇帝挽歌辞三首	22604,22834
32760	洛中早春赠乐天	11064
32761	寄雍陶先辈	23255,23943
32762	戏妻族语不正	41747,41827
32763	旅泊江津言怀	37246
32764	秦楼月（梅花十阕）	61155
32765	双双燕·小桃谢后	59393
32766	尚书命题瓦砚	34134
32767	送虞说擢第南归觐省	3927
32768	酬元亨上人	35752
32769	秋霖中奉裴令公见招早出赴会马上先寄六韵	16738
32770	南北史感遇十首	28520
32771	发端州初入西江	24733
32772	送刘	10178
32773	同程九早入中书（一作钱起诗）	34174
32774	行舟	7324
32775	掷卢作	26828,26865,26904
32776	送别	2134,4704,5130,5174,7692,7694,7720,7722,7736,7762,7765,8659,17574,19288,21607,22150,25231,25549,29250,35039,38116,38118,38212,39050,51181,71760,71785
32777	送德守二叔侄上人还国清寺觐师	38786
32778	绝句·人生无百岁	66885
32779	赠方干	39355,40851
32780	咏史诗。云云亭	29505
32781	夏州胡常侍	30205
32782	苏摩遮五首（亿岁乐）	40388
32783	送陆郎中归田司空幕	7525
32784	贾岛墓	34716
32785	杂曲歌辞。长干曲四首	11088
32786	送杜观罢举东游	19168
32787	池上絮	10594
32788	登润州芙蓉楼	8016
32789	自荆湖入朝至岳阳奉别张燕公	43863
32790	初秋莲塘归	5554
32791	云汉	18855
32792	简恒璨	72303
32793	迎神	7907,35493
32794	水调歌头·定王台	51958
32795	对雨独酌	33089
32796	晚日湖上寄所思	69598
32797	丑奴儿（子母猿）	61631
32798	蒲津迎驾	30101
32799	从天平节度使游平流园	26648
32800	江南作（一作江上旅泊）	20095,20272
32801	奉和御制旋师喜捷	45817
32802	玉京谣	59384
32803	桃源行（凤栖梧三首）	46343
32804	休洗红	13312
32805	南歌子（四之二）	49858
32806	嘲张祜	41728,41807
32807	渔父词一十八首。活得	41213
32808	杂剧·黑旋风双献功	67749
32809	蝶恋花（述怀）	45317
32810	秋夜闻笛	73512
32811	封泰山乐章。肃和	63847
32812	春日有感	12121,27290
32813	晓至园中忆诸弟、崔都水	72586
32814	秋日途中	35843,35933
32815	【南吕】一枝花_妓女蹴鞠红	67405
32816	苔歌	28700
32817	赠琴棋僧歌	17601
32818	泛舟寻郁林寺道玄上人遇雨而返因寄	21838
32819	送姚中丞赴陕州	38444
32820	初夏寄顾绍宗	30277
32821	天池	3251
32822	天津晓望因寄呈分司一二省郎	6249
32823	木兰花慢·送人之官九华	64462
32824	蝶恋花（离小益作）	52403
32825	清如玉壶冰	6352,7072,7136
32826	食后	14364,14421,17089
32827	卜算子（惜海棠）	58167
32828	扬子津	13015
32829	湘中弦	31519
32830	菩萨蛮·庭叶翻翻秋向晚	53089
32831	【双调】落梅风	67640
32832	二砺	66843
32833	经乱离后天恩流夜郎忆旧游书怀赠江夏韦太守良宰	71553
32834	喜侯喜至赠张籍张彻	10228
32835	新正日商南道中作寄李明府	33046
32836	弈棋二首呈任渐	66802
32837	钱塘江潮	30191
32838	和张荆州九龄晨出郡舍林下	47237
32839	投宋大夫	2256
32840	不见来词	18898
32841	题师颖和尚院	39425,39487
32842	边思	7303,17347,20461,26119,31037,39083
32843	除夜寄微之	15784
32844	送饶州张使君	19150,20769,25524
32845	西江月（次韵）	56379
32846	一枝花·咏喜雨	69496
32847	湘江	31422,37060
32848	过陶征君隐居	31482
32849	鹧鸪天（戏韩叔夏）	49043
32850	上成都在事（一作成都即事）	37958
32851	江上赛神	7548
32852	鹊桥仙（答桃巷弟和篇）	58153
32853	齐天乐（舟中和花翁韵答自村同年）	61101
32854	菩萨蛮（张饶县以一枝梅来，和韵）	56525
32855	雪窦游志	43603
32856	晴诗（一作塞路初晴）	20908
32857	途次华州陪钱大夫登城北楼春望因睹李崔令狐…题此诗	11346
32858	寄坐夏僧	24003
32859	失白鹰	46391,46589
32860	湖上闲居（一作闲居湖上）	9050
32861	贺新郎（题扬州琼花观）	60853,60882
32862	上林赋	70817
32863	左传引谚	43532
32864	郊庙歌辞。享懿德太子庙乐章。送文舞迎武舞	73496
32865	【般涉调】耍孩儿　拘刷行院	67324
32866	山中有怀李十二	17432
32867	醉吟三首	40983
32868	菩萨蛮（瑞荫秋望）	55505
32869	朱槿花	18426
32870	送陆明府之盱眙	8012
32871	和微之诗二十三首。和酬郑侍御东阳春闷放怀追越游见寄	15722
32872	同崔载华赠日本聘使	67410,68065
32873	酬杜麟台春思	25230
32874	金缕曲·初夏	68606
32875	水调歌头（＿·川溪亭）	58483
32876	雨后月下寄怀羊二十七资州	6268
32877	送张献心充副使归河西杂句	73067
32878	系乐府十二首。陇上叹	4193,4241
32879	乐府新歌应教	17352
32880	鹧鸪天（元夕不出）	56060
32881	汝州郡楼望嵩山	27125
32882	送崔詹事论之上都（崔尝典吴兴）	38818
32883	寄池州郑员外	30409
32884	赠湖南李思齐处士	31700,31789
32885	将归姑苏南楼饯送李明府	22059
32886	寿安公主出降	22509,22742
32887	采桑	8133,9004,20214,20388,31070,35982,37873
32888	御筵送邓王	36320
32889	上徐舍人铉	41311
32890	送裴判官回湖南	6634
32891	沁园春·带湖新居将成	54067
32892	风不鸣条	23865,23929,23931,23966
32893	奉和圣制谒玄元皇帝庙斋	20242
32894	琴诗	69949
32895	惜春令	44737,44738
32896	送梁道士	31036
32897	传经院壁画松	31233
32898	晓望白帝城盐山	3244
32899	李秀才近自涂口迁居新安适枉缄书见宽悲戚因以此答	21943
32900	过梁州奉赠张尚书大夫公	72918
32901	清平乐（赠游簿侍儿）	52014
32902	寄于少监	29755
32903	题赠平泉韦征君拾遗	16649
32904	又于韦处乞大邑瓷碗	2984
32905	鹧鸪天·桂花	48918
32906	同德寺阁集眺	72640
32907	荆门暮冬与节公话别	40573
32908	元处士自洛归宛陵山居见示詹事相公饯行之什因赠	22079
32909	【南吕】金字经_湖上僧寺竹	68472
32910	洞仙歌·雪云散尽	46051
32911	霜叶飞（咏雪）	65018
32912	满江红（贺王宣子产湖南寇）	54073
32913	补乐歌十首。六英	4186,4234
32914	河南观察使故相国袁公挽歌三首	11201
32915	甘州（赵文升索赋散乐妓桂卿）	61499
32916	少年心（添字）	45849
32917	奉送郭中丞兼太仆卿充陇右节度使三十韵（郭英乂）	2789
32918	答梦得秋庭独坐见赠	16750
